length,model,gauge,sequence,absrel,rmse,delta1,temporal_delta,opw,tce,failed,catastrophic,n
256,output_hold,median,rgbd_dataset_freiburg3_sitting_xyz,0.08836252848883532,0.534194547039029,0.9144449822126525,0.04636261696908988,0.014015471255587978,0.02734537399220795,0,0,4
256,output_hold,median,rgbd_dataset_freiburg3_walking_rpy,0.31450823209871337,1.7366057807339392,0.6488035289785815,0.23052133797040952,0.055902451204273305,0.07178562588065732,0,0,3
256,output_hold,median,rgbd_dataset_freiburg3_walking_xyz,0.21450931511263766,1.1942271199218213,0.75748005226159,0.18472662034377554,0.044456192386130966,0.05978610157996645,0,0,3
256,output_hold,scaleshift,rgbd_dataset_freiburg3_sitting_rpy,0.22923444817331537,1.6325599823875165,0.6545465255627692,0.038025185563205895,0.010234811886569443,0.02648520840264752,0,0,3
256,output_hold,scaleshift,rgbd_dataset_freiburg3_sitting_xyz,0.08972581399842344,0.5464899823438392,0.9143099414672984,0.04283978752061433,0.013251345412945793,0.02676506628555501,0,0,4
256,output_hold,scaleshift,rgbd_dataset_freiburg3_walking_rpy,0.27885211369191787,1.8817105538420462,0.6240179808230024,0.06837115443609898,0.02121038490349818,0.03995064408948132,0,0,3
256,output_hold,scaleshift,rgbd_dataset_freiburg3_walking_xyz,0.2149759144963699,1.2684003951491873,0.6854605603336057,0.12644167133406098,0.03203563282502486,0.048411214476639604,0,0,3
256,da2_256,median,rgbd_dataset_freiburg3_sitting_rpy,0.717716675612922,82.48108638249029,0.49133529309436,13.942652484170752,0.4669048505924799,0.47382495375035966,3,1,3
256,da2_256,median,rgbd_dataset_freiburg3_sitting_xyz,1.5540327652083727,184.58114059100825,0.6922852472596479,22.840399528952204,0.9068122430508136,0.9150165572187606,4,2,4
256,da2_256,median,rgbd_dataset_freiburg3_walking_rpy,1.0970883670701561,101.96899366657321,0.4782822840348234,21.265653562857434,0.915883077825542,0.9249865736236799,3,2,3
256,da2_256,median,rgbd_dataset_freiburg3_walking_xyz,1.2711798159065635,137.6737410147859,0.6152223530490118,10.169767412173202,1.1188169525625162,1.1284841922846451,3,3,3
256,da2_256,scaleshift,rgbd_dataset_freiburg3_sitting_rpy,0.2375721753112876,1.477636015247278,0.5971383295237599,0.14998391095329733,0.047110573163176905,0.058107783819640525,0,0,3
256,da2_256,scaleshift,rgbd_dataset_freiburg3_sitting_xyz,0.15124529195763795,0.8941786911644669,0.781695156779757,0.1973880506029316,0.040554520266311386,0.05151299671656282,0,0,4
256,da2_256,scaleshift,rgbd_dataset_freiburg3_walking_rpy,0.25321524759255587,1.7422226425474028,0.6086725074590753,0.43528424431295953,0.07495006572583102,0.08743024899749098,1,0,3
256,da2_256,scaleshift,rgbd_dataset_freiburg3_walking_xyz,0.24519484858296717,3.8205045875204364,0.6545340273594452,0.462559499304279,0.08228405742768856,0.09468689043093603,1,0,3
256,midas_256,median,rgbd_dataset_freiburg3_sitting_rpy,20.608303090575973,11362.752104662759,0.5540465147334547,4003.8304534313725,24.538634895683728,24.547134680651887,3,3,3
256,midas_256,median,rgbd_dataset_freiburg3_sitting_xyz,83.99392344720906,17921.434866669333,0.7602152773649014,6736.8898897058825,44.6041381599771,44.613980725254635,4,4,4
256,midas_256,median,rgbd_dataset_freiburg3_walking_rpy,42.48247948905252,20570.779874598473,0.5160164827504288,2100.94158496732,47.52165925338699,47.532225885857315,3,3,3
256,midas_256,median,rgbd_dataset_freiburg3_walking_xyz,12.06742637734882,7211.153636914961,0.7014511486736251,1357.3659466911765,12.907536125171273,12.918333919347175,3,3,3
256,midas_256,scaleshift,rgbd_dataset_freiburg3_sitting_rpy,0.20690411904354944,1.434033314403562,0.672136698228945,0.16515359317555148,0.05203867106678294,0.0629705561512079,0,0,3
