scope,model,gauge,sequence,absrel,rmse,delta1,tce,failed,catastrophic,n
L256_existing_13,delta_no_sp,median,rgbd_dataset_freiburg3_walking_static,0.18200233757844933,0.9732339228165752,0.8321513973832312,0.03735755733317744,0,0,2
L256_existing_13,delta_no_sp,scaleshift,rgbd_bonn_crowd2,0.14586012046365468,0.3972596327954296,0.8260904863305762,0.033437219924287304,0,0,3
L256_existing_13,delta_no_sp,scaleshift,rgbd_bonn_person_tracking2,0.09911956981304114,0.39497283647800335,0.9151983923373418,0.018027478076653246,0,0,2
L256_existing_13,delta_no_sp,scaleshift,rgbd_bonn_static_close_far,0.22146191570688437,1.0064481817992739,0.6733384688049497,0.02287212559537842,0,0,6
L256_existing_13,delta_no_sp,scaleshift,rgbd_dataset_freiburg3_walking_static,0.19744461553088444,0.9624088100306304,0.7877837307452431,0.03262882558180342,0,0,2
L256_existing_13,drop_no_sp,none,rgbd_bonn_crowd2,1.2493530806212936,4.578076861013696,0.3958285981529178,0.6807228536108701,0,2,3
L256_existing_13,drop_no_sp,none,rgbd_bonn_person_tracking2,0.8066261671933148,3.2685763365686227,0.4390631956447541,0.45901310355586916,0,0,2
L256_existing_13,drop_no_sp,none,rgbd_bonn_static_close_far,3.019849827578719,11.605858055746607,0.19459867528351227,0.7573001577894373,0,4,6
L256_existing_13,drop_no_sp,none,rgbd_dataset_freiburg3_walking_static,1.0757155556909517,4.765674306405189,0.3045367040951499,0.442303080909474,0,2,2
L256_existing_13,drop_no_sp,median,rgbd_bonn_crowd2,1.1613393315080351,4.248426656880112,0.38507251416963606,0.6383297032835659,0,2,3
L256_existing_13,drop_no_sp,median,rgbd_bonn_person_tracking2,0.6239050168980643,2.5414682388844345,0.3375044137460262,0.36769539166098497,0,0,2
L256_existing_13,drop_no_sp,median,rgbd_bonn_static_close_far,1.278719562697247,4.730351343506224,0.22796838136928083,0.38865641530497913,0,4,6
L256_existing_13,drop_no_sp,median,rgbd_dataset_freiburg3_walking_static,0.6989472130169572,3.163237275770887,0.2376793910788288,0.31690897715433397,0,0,2
L256_existing_13,drop_no_sp,scaleshift,rgbd_bonn_crowd2,0.444526296189771,1.0914387120257414,0.2492234230239578,0.10515853821254242,0,0,3
L256_existing_13,drop_no_sp,scaleshift,rgbd_bonn_person_tracking2,0.1983215198353471,0.7208043500591261,0.6251281370956965,0.035371600404060996,0,0,2
L256_existing_13,drop_no_sp,scaleshift,rgbd_bonn_static_close_far,0.377034334032786,1.2267193013255389,0.34119214339462833,0.027241266192692466,0,0,6
L256_existing_13,drop_no_sp,scaleshift,rgbd_dataset_freiburg3_walking_static,0.28030655332110976,1.6129016605905564,0.5372063349334258,0.0508653153407751,0,0,2
L256_existing_13,temporal_cache_only,none,rgbd_bonn_crowd2,0.1822348501580393,0.44463299107220605,0.8071161275721712,0.033103028256869095,0,0,3
L256_existing_13,temporal_cache_only,none,rgbd_bonn_person_tracking2,0.10684989658668365,0.4163002761265624,0.8780415333582035,0.017168286263501923,0,0,2
L256_existing_13,temporal_cache_only,none,rgbd_bonn_static_close_far,0.3495388156890155,1.234168225187446,0.3106193733572234,0.014245187714102549,0,0,6
L256_existing_13,temporal_cache_only,none,rgbd_dataset_freiburg3_walking_static,0.19662344386012073,0.9567174934840624,0.826671619041625,0.03564007628745015,0,0,2
L256_existing_13,temporal_cache_only,median,rgbd_bonn_crowd2,0.18126273401063064,0.44433499212075617,0.8073460537114465,0.03328476469263428,0,0,3
L256_existing_13,temporal_cache_only,median,rgbd_bonn_person_tracking2,0.10989718295635575,0.40114001261451393,0.899051385493582,0.017589601577448065,0,0,2
L256_existing_13,temporal_cache_only,median,rgbd_bonn_static_close_far,0.2300641513580581,0.5701607937299794,0.7462493674555359,0.01544594480597041,0,0,6
L256_existing_13,temporal_cache_only,median,rgbd_dataset_freiburg3_walking_static,0.19043661928098612,1.0061644244992327,0.8209968367513982,0.03729084854973698,0,0,2
L256_existing_13,temporal_cache_only,scaleshift,rgbd_bonn_crowd2,0.16493439868585266,0.4637307122764432,0.8005403153454509,0.034987619794722875,0,0,3
L256_existing_13,temporal_cache_only,scaleshift,rgbd_bonn_person_tracking2,0.10413071810473762,0.4116161411623379,0.9083532074710996,0.016753183494102136,0,0,2
L256_existing_13,temporal_cache_only,scaleshift,rgbd_bonn_static_close_far,0.22242466837989808,0.9086145315147126,0.666736714560079,0.01935383471361604,0,0,6
L256_existing_13,temporal_cache_only,scaleshift,rgbd_dataset_freiburg3_walking_static,0.205214393032216,0.988105747136862,0.7772844001193123,0.03173162114140467,0,0,2
L256_existing_13,both_cache_replay,none,rgbd_bonn_crowd2,0.1973858280079338,0.48738888800678665,0.7832716743119952,0.0378028889253595,0,0,3
L256_existing_13,both_cache_replay,none,rgbd_bonn_person_tracking2,0.12091410680193324,0.4731550319206678,0.8365882719731678,0.02334644524469779,0,0,2
L256_existing_13,both_cache_replay,none,rgbd_bonn_static_close_far,0.34555619549875394,1.2336008212595262,0.3112083055949143,0.016295219384711686,0,0,6
L256_existing_13,both_cache_replay,none,rgbd_dataset_freiburg3_walking_static,0.18240383752706202,0.8959013470316474,0.8188557268726154,0.04034977109755476,0,0,2
L256_existing_13,both_cache_replay,median,rgbd_bonn_crowd2,0.20403015928801532,0.4912831296610549,0.7807092190784971,0.038731943417303995,0,0,3
L256_existing_13,both_cache_replay,median,rgbd_bonn_person_tracking2,0.121608379092379,0.44789995331970595,0.8586942165174085,0.02438835611499442,0,0,2
L256_existing_13,both_cache_replay,median,rgbd_bonn_static_close_far,0.2310427294715364,0.591196744109812,0.7340530723889273,0.018171984371582878,0,0,6
L256_existing_13,both_cache_replay,median,rgbd_dataset_freiburg3_walking_static,0.17992917046491955,0.9314426970742528,0.8120705937727958,0.042571254152936354,0,0,2
L256_existing_13,both_cache_replay,scaleshift,rgbd_bonn_crowd2,0.17303610906460198,0.518558806184266,0.7703578219447456,0.04143658304102406,0,0,3
L256_existing_13,both_cache_replay,scaleshift,rgbd_bonn_person_tracking2,0.11582418962133087,0.46560576364083467,0.8714461611729362,0.021565490957198036,0,0,2
L256_existing_13,both_cache_replay,scaleshift,rgbd_bonn_static_close_far,0.30362370853744064,15.71219917450511,0.6614354033467895,0.06337941712740892,2,0,6
L256_existing_13,both_cache_replay,scaleshift,rgbd_dataset_freiburg3_walking_static,0.18996622979365738,0.9392140110805159,0.774753240496947,0.038305532339379195,0,0,2
L256_existing_13,output_hold,none,rgbd_bonn_crowd2,0.1966170858969614,0.47516719917139133,0.8041694869041062,0.03957987919456627,0,0,3
L256_existing_13,output_hold,none,rgbd_bonn_person_tracking2,0.10783684776882264,0.4197176858835621,0.8803197744825982,0.020328586095969763,0,0,2
L256_existing_13,output_hold,none,rgbd_bonn_static_close_far,0.33518030239442165,1.2104054695080528,0.35027832461118247,0.015294585886712718,0,0,6
L256_existing_13,output_hold,none,rgbd_dataset_freiburg3_walking_static,0.19684677778153464,0.9640607294170396,0.8256337879408219,0.040444796825906786,0,0,2
L256_existing_13,output_hold,median,rgbd_bonn_crowd2,0.19328187692426557,0.4724332965814862,0.8062728655882686,0.0391904555997845,0,0,3
L256_existing_13,output_hold,median,rgbd_bonn_person_tracking2,0.10951339919690713,0.4038435138466098,0.8944439237089626,0.020930625921575567,0,0,2
L256_existing_13,output_hold,median,rgbd_bonn_static_close_far,0.2219839565173296,0.5621746994094876,0.7517271589843748,0.01647557346896097,0,0,6
L256_existing_13,output_hold,median,rgbd_dataset_freiburg3_walking_static,0.1916763432842816,1.014741089141464,0.8196213475258267,0.042429243690696894,0,0,2
L256_existing_13,output_hold,scaleshift,rgbd_bonn_crowd2,0.18047168414380893,0.49538133646003635,0.7908769013704853,0.04092429274710546,0,0,3
L256_existing_13,output_hold,scaleshift,rgbd_bonn_person_tracking2,0.10463829484918187,0.42342267339206274,0.9020019151981656,0.019298722301407154,0,0,2
L256_existing_13,output_hold,scaleshift,rgbd_bonn_static_close_far,0.21852635170206539,1.006690240988055,0.6856254328890417,0.021477974027315157,0,0,6
L256_existing_13,output_hold,scaleshift,rgbd_dataset_freiburg3_walking_static,0.2058007230378167,0.9930026417806821,0.7767671374993765,0.035696454195755865,0,0,2
L256_new_13,sparse_k5,none,rgbd_bonn_crowd2,0.17018712162283792,0.4036350229705691,0.8241977735374695,0.03859089493729013,0,0,3
L256_new_13,sparse_k5,none,rgbd_bonn_person_tracking2,0.10829394699954986,0.41645027835345527,0.8683355026086689,0.026055776190285942,0,0,2
L256_new_13,sparse_k5,none,rgbd_bonn_static_close_far,0.33461999600329556,1.2177856607512052,0.3291965793882953,0.018673917479840735,0,0,6
L256_new_13,sparse_k5,none,rgbd_dataset_freiburg3_walking_static,0.17243736774463958,0.8478666839796004,0.8371329113436726,0.04505615700972889,0,0,2
L256_new_13,sparse_k5,median,rgbd_bonn_crowd2,0.17307609790562642,0.40505420537192754,0.8207397500072974,0.03938077761415604,0,0,3
L256_new_13,sparse_k5,median,rgbd_bonn_person_tracking2,0.1094201040552569,0.395101245956604,0.893404478827525,0.02706888559276174,0,0,2
L256_new_13,sparse_k5,median,rgbd_bonn_static_close_far,0.22058049671329227,0.550411871350561,0.758847187729961,0.021608157889396018,0,0,6
L256_new_13,sparse_k5,median,rgbd_dataset_freiburg3_walking_static,0.1646521175587581,0.8763084087044406,0.8306435900277157,0.04755244296041989,0,0,2
L256_new_13,sparse_k5,scaleshift,rgbd_bonn_crowd2,0.1504187569152104,0.4205368929419645,0.8109907620180902,0.042605661743065106,0,0,3
L256_new_13,sparse_k5,scaleshift,rgbd_bonn_person_tracking2,0.10425550703682776,0.4124621372684991,0.9031809222269286,0.025241243505352486,0,0,2
L256_new_13,sparse_k5,scaleshift,rgbd_bonn_static_close_far,0.2434648454037735,9.45051264362946,0.6744847644128472,0.05265135258111476,2,0,6
L256_new_13,sparse_k5,scaleshift,rgbd_dataset_freiburg3_walking_static,0.1807562215465805,0.9069917722004622,0.8036937095576039,0.04383643202463079,0,0,2
L256_new_13,sparse_k10,none,rgbd_bonn_crowd2,0.17667127590190324,0.43190350183989024,0.8100846438040945,0.03784019263594297,0,0,3
L256_new_13,sparse_k10,none,rgbd_bonn_person_tracking2,0.11216650104255418,0.4352250148209107,0.856303360497156,0.02430158734865563,0,0,2
L256_new_13,sparse_k10,none,rgbd_bonn_static_close_far,0.33744747259672153,1.2228427108459432,0.32097374739541074,0.017606285091163076,0,0,6
L256_new_13,sparse_k10,none,rgbd_dataset_freiburg3_walking_static,0.1759179999189855,0.8642312843750739,0.8337156136062875,0.04141109202512917,0,0,2
L256_new_13,sparse_k10,median,rgbd_bonn_crowd2,0.1816655923555831,0.43434346101848054,0.8060662113254382,0.03872841531628746,0,0,3
L256_new_13,sparse_k10,median,rgbd_bonn_person_tracking2,0.1125718069758013,0.41167489099592214,0.8820683336953291,0.025288744033983165,0,0,2
L256_new_13,sparse_k10,median,rgbd_bonn_static_close_far,0.22335789305845521,0.5618959809533001,0.7531660911804281,0.020078983648777953,0,0,6
L256_new_13,sparse_k10,median,rgbd_dataset_freiburg3_walking_static,0.17003265730290623,0.8955761607915884,0.8267663173110947,0.04367290698948749,0,0,2
L256_new_13,sparse_k10,scaleshift,rgbd_bonn_crowd2,0.15493609686792237,0.45773023065611274,0.7998404967752161,0.042004419856157174,0,0,3
L256_new_13,sparse_k10,scaleshift,rgbd_bonn_person_tracking2,0.10742118155665333,0.42881674538163406,0.8915519848432075,0.023173137670146754,0,0,2
L256_new_13,sparse_k10,scaleshift,rgbd_bonn_static_close_far,0.24296958513738728,8.49067137754114,0.6729734711236591,0.04567626040727156,3,0,6
L256_new_13,sparse_k10,scaleshift,rgbd_dataset_freiburg3_walking_static,0.182241484185933,0.907512399907176,0.8000416956940785,0.03995711970070835,0,0,2
L256_new_13,sparse_k30,none,rgbd_bonn_crowd2,0.1973858280079338,0.48738888800678665,0.7832716743119952,0.0378028889253595,0,0,3
L256_new_13,sparse_k30,none,rgbd_bonn_person_tracking2,0.12091410680193324,0.4731550319206678,0.8365882719731678,0.02334644524469779,0,0,2
L256_new_13,sparse_k30,none,rgbd_bonn_static_close_far,0.34555619549875394,1.2336008212595262,0.3112083055949143,0.016295219384711686,0,0,6
L256_new_13,sparse_k30,none,rgbd_dataset_freiburg3_walking_static,0.18240383752706202,0.8959013470316474,0.8188557268726154,0.04034977109755476,0,0,2
L256_new_13,sparse_k30,median,rgbd_bonn_crowd2,0.20403015928801532,0.4912831296610549,0.7807092190784971,0.038731943417303995,0,0,3
L256_new_13,sparse_k30,median,rgbd_bonn_person_tracking2,0.121608379092379,0.44789995331970595,0.8586942165174085,0.02438835611499442,0,0,2
L256_new_13,sparse_k30,median,rgbd_bonn_static_close_far,0.2310427294715364,0.591196744109812,0.7340530723889273,0.018171984371582878,0,0,6
L256_new_13,sparse_k30,median,rgbd_dataset_freiburg3_walking_static,0.17992917046491955,0.9314426970742528,0.8120705937727958,0.042571254152936354,0,0,2
L256_new_13,sparse_k30,scaleshift,rgbd_bonn_crowd2,0.17303610906460198,0.518558806184266,0.7703578219447456,0.04143658304102406,0,0,3
L256_new_13,sparse_k30,scaleshift,rgbd_bonn_person_tracking2,0.11582418962133087,0.46560576364083467,0.8714461611729362,0.021565490957198036,0,0,2
L256_new_13,sparse_k30,scaleshift,rgbd_bonn_static_close_far,0.30362370853744064,15.71219917450511,0.6614354033467895,0.06337941712740892,2,0,6
L256_new_13,sparse_k30,scaleshift,rgbd_dataset_freiburg3_walking_static,0.18996622979365738,0.9392140110805159,0.774753240496947,0.038305532339379195,0,0,2
L256_new_13,sparse_k60,none,rgbd_bonn_crowd2,0.2122977482775099,0.5449921092634297,0.761657752836138,0.03758153764035071,0,0,3
L256_new_13,sparse_k60,none,rgbd_bonn_person_tracking2,0.13113703409352004,0.5117267714210373,0.8120565565804508,0.02308983507629973,0,0,2
L256_new_13,sparse_k60,none,rgbd_bonn_static_close_far,0.3593935101978924,1.256709991729933,0.3070002209820724,0.01593967020302405,0,0,6
L256_new_13,sparse_k60,none,rgbd_dataset_freiburg3_walking_static,0.18183159927676132,0.8984251970119376,0.8103132985328003,0.0396438441306014,0,0,2
L256_new_13,sparse_k60,median,rgbd_bonn_crowd2,0.22300654602422487,0.5487505797936368,0.7616360545818147,0.03873802023709443,0,0,3
L256_new_13,sparse_k60,median,rgbd_bonn_person_tracking2,0.13275941571622005,0.483602579205878,0.8289655682142141,0.02431233552848771,0,0,2
L256_new_13,sparse_k60,median,rgbd_bonn_static_close_far,0.24611325983532356,0.6387964540404422,0.7135161740228395,0.017751758343876253,0,0,6
L256_new_13,sparse_k60,median,rgbd_dataset_freiburg3_walking_static,0.18440548401319132,0.9298719372219473,0.8035911860223848,0.04210540551481839,0,0,2
L256_new_13,sparse_k60,scaleshift,rgbd_bonn_crowd2,0.18488808233244133,0.5798850284622789,0.7505472049290632,0.04138650594823882,0,0,3
L256_new_13,sparse_k60,scaleshift,rgbd_bonn_person_tracking2,0.12575920723129494,0.5073095746003728,0.8436210187784124,0.020403422240619244,0,0,2
L256_new_13,sparse_k60,scaleshift,rgbd_bonn_static_close_far,0.27332808085586907,11.367098943880944,0.6318642572008246,0.04631027023886484,2,0,6
L256_new_13,sparse_k60,scaleshift,rgbd_dataset_freiburg3_walking_static,0.18949355968074924,0.9540592943690506,0.7667480354816798,0.03829863431112022,0,0,2
L256_new_13,dense_carry,none,rgbd_bonn_crowd2,0.1684993897338267,0.3928607753471117,0.8344894395216792,0.03227147533583046,0,0,3
L256_new_13,dense_carry,none,rgbd_bonn_person_tracking2,0.1034399883090386,0.3935821472562628,0.8922208726284394,0.019781040046130398,0,0,2
L256_new_13,dense_carry,none,rgbd_bonn_static_close_far,0.3360293623525332,1.218890902427985,0.3424702535343442,0.014933324918546159,0,0,6
L256_new_13,dense_carry,none,rgbd_dataset_freiburg3_walking_static,0.17941212230748088,0.8921511543755931,0.8364958426497237,0.034601769445563216,0,0,2
L256_new_13,dense_carry,median,rgbd_bonn_crowd2,0.16907697000257343,0.3940431639419321,0.8317411417319999,0.03259922037221082,0,0,3
L256_new_13,dense_carry,median,rgbd_bonn_person_tracking2,0.10636691082862992,0.38249216427699934,0.9043977590510215,0.020374208108215178,0,0,2
L256_new_13,dense_carry,median,rgbd_bonn_static_close_far,0.2243592693323795,0.5567930908476569,0.7548483888105499,0.01695765360108125,0,0,6
L256_new_13,dense_carry,median,rgbd_dataset_freiburg3_walking_static,0.16880813398294478,0.9198441734812517,0.8320433501310125,0.03606795478290741,0,0,2
L256_new_13,dense_carry,scaleshift,rgbd_bonn_crowd2,0.15404310510042624,0.41163677177590824,0.8145298603330577,0.03495311764046556,0,0,3
L256_new_13,dense_carry,scaleshift,rgbd_bonn_person_tracking2,0.10110769478765663,0.3974505477320167,0.9148579241793736,0.01927146753824563,0,0,2
L256_new_13,dense_carry,scaleshift,rgbd_bonn_static_close_far,0.21733405916914222,0.8831743155395175,0.6702630529507314,0.022733170291069884,0,0,6
L256_new_13,dense_carry,scaleshift,rgbd_dataset_freiburg3_walking_static,0.18864705005056712,0.9527529323160727,0.789618567254937,0.0331922220398556,0,0,2
L256_new_13,dense_reset,none,rgbd_bonn_crowd2,0.17549774166386425,0.4044381098090112,0.8334392573106439,0.035239765676433915,0,0,3
L256_new_13,dense_reset,none,rgbd_bonn_person_tracking2,0.10076471651912507,0.39027313035447053,0.9036057948768741,0.022621694932601563,0,0,2
L256_new_13,dense_reset,none,rgbd_bonn_static_close_far,0.32327514243905814,1.2025186663217768,0.3660074055869426,0.016789136029405034,0,0,6
L256_new_13,dense_reset,none,rgbd_dataset_freiburg3_walking_static,0.18336052334205635,0.8816806268967944,0.8434930111589126,0.04016251118666177,0,0,2
L256_new_13,dense_reset,median,rgbd_bonn_crowd2,0.17322773080343362,0.4026714303003252,0.8356159313237618,0.03492403115033042,0,0,3
L256_new_13,dense_reset,median,rgbd_bonn_person_tracking2,0.10016411993547947,0.3721489380874209,0.9092698350718089,0.023426293216461235,0,0,2
L256_new_13,dense_reset,median,rgbd_bonn_static_close_far,0.21344483967494512,0.5358336745833124,0.7687967181701847,0.01888372043141492,0,0,6
L256_new_13,dense_reset,median,rgbd_dataset_freiburg3_walking_static,0.17447919717962357,0.9230391837462208,0.838064117967848,0.04216364131003214,0,0,2
L256_new_13,dense_reset,scaleshift,rgbd_bonn_crowd2,0.16018102926722158,0.4178485767686608,0.8196195748573927,0.03742657510297114,0,0,3
L256_new_13,dense_reset,scaleshift,rgbd_bonn_person_tracking2,0.09694600434770582,0.3952534395597318,0.9185027990485807,0.021640422655224298,0,0,2
L256_new_13,dense_reset,scaleshift,rgbd_bonn_static_close_far,0.21067540336546334,0.9659255913182634,0.6950536354049164,0.027132935438314482,0,0,6
L256_new_13,dense_reset,scaleshift,rgbd_dataset_freiburg3_walking_static,0.19126569991018103,0.9276036893477111,0.7937205129758808,0.03714860231504726,0,0,2
L256_new_13,output_hold,none,rgbd_bonn_crowd2,0.1966170858969614,0.47516719917139133,0.8041694869041062,0.03957987919456627,0,0,3
L256_new_13,output_hold,none,rgbd_bonn_person_tracking2,0.10783684776882264,0.4197176858835621,0.8803197744825982,0.020328586095969763,0,0,2
L256_new_13,output_hold,none,rgbd_bonn_static_close_far,0.33518030239442165,1.2104054695080528,0.35027832461118247,0.015294585886712718,0,0,6
L256_new_13,output_hold,none,rgbd_dataset_freiburg3_walking_static,0.19684677778153464,0.9640607294170396,0.8256337879408219,0.040444796825906786,0,0,2
L256_new_13,output_hold,median,rgbd_bonn_crowd2,0.19328187692426557,0.4724332965814862,0.8062728655882686,0.0391904555997845,0,0,3
L256_new_13,output_hold,median,rgbd_bonn_person_tracking2,0.10951339919690713,0.4038435138466098,0.8944439237089626,0.020930625921575567,0,0,2
L256_new_13,output_hold,median,rgbd_bonn_static_close_far,0.2219839565173296,0.5621746994094876,0.7517271589843748,0.01647557346896097,0,0,6
L256_new_13,output_hold,median,rgbd_dataset_freiburg3_walking_static,0.1916763432842816,1.014741089141464,0.8196213475258267,0.042429243690696894,0,0,2
L256_new_13,output_hold,scaleshift,rgbd_bonn_crowd2,0.18047168414380893,0.49538133646003635,0.7908769013704853,0.04092429274710546,0,0,3
L256_new_13,output_hold,scaleshift,rgbd_bonn_person_tracking2,0.10463829484918187,0.42342267339206274,0.9020019151981656,0.019298722301407154,0,0,2
L256_new_13,output_hold,scaleshift,rgbd_bonn_static_close_far,0.21852635170206539,1.006690240988055,0.6856254328890417,0.021477974027315157,0,0,6
L256_new_13,output_hold,scaleshift,rgbd_dataset_freiburg3_walking_static,0.2058007230378167,0.9930026417806821,0.7767671374993765,0.035696454195755865,0,0,2
L256_new_13,gmc_k30,none,rgbd_bonn_crowd2,0.16911029865419624,0.396881612302137,0.8321552259868755,0.03310347217567493,0,0,3
L256_new_13,gmc_k30,none,rgbd_bonn_person_tracking2,0.11105859491978237,0.41594803927626534,0.8801893782873946,0.023607302813195577,0,0,2
L256_new_13,gmc_k30,none,rgbd_bonn_static_close_far,0.33812219089757256,1.2516914837229174,0.3286101201713985,0.022881608903820575,0,0,6
L256_new_13,gmc_k30,none,rgbd_dataset_freiburg3_walking_static,0.18077666871490555,0.8960990896256451,0.8345725011290143,0.03635078606696589,0,0,2
L256_new_13,gmc_k30,median,rgbd_bonn_crowd2,0.17006830761174097,0.39823394805361756,0.8295076621766647,0.033461904280143354,0,0,3
L256_new_13,gmc_k30,median,rgbd_bonn_person_tracking2,0.11310094637969831,0.41260959528309615,0.8868492684112723,0.02406655754289032,0,0,2
L256_new_13,gmc_k30,median,rgbd_bonn_static_close_far,0.23600968921976673,0.6582555823269508,0.7091724896422698,0.027426981953558874,0,0,6
L256_new_13,gmc_k30,median,rgbd_dataset_freiburg3_walking_static,0.1703871219643409,0.9251733507718017,0.8302944241591982,0.03799381825652853,0,0,2
L256_new_13,gmc_k30,scaleshift,rgbd_bonn_crowd2,0.15493401625134975,0.41797594199908594,0.8109052323312324,0.03603898590566074,0,0,3
L256_new_13,gmc_k30,scaleshift,rgbd_bonn_person_tracking2,0.10813358332307157,0.4302602759368875,0.8965391696761543,0.021845243943444767,0,0,2
L256_new_13,gmc_k30,scaleshift,rgbd_bonn_static_close_far,0.3891155106123,23.674301141457782,0.6472690822511323,0.1747371905175118,3,1,6
L256_new_13,gmc_k30,scaleshift,rgbd_dataset_freiburg3_walking_static,0.18911148166510944,0.9529527322447721,0.7880753997413561,0.03463339528840527,0,0,2
L256_new_13,da2_196,median,rgbd_bonn_crowd2,0.447142332148322,12.121847702276986,0.44180977005236194,0.20907528367734005,3,0,3
L256_new_13,da2_196,median,rgbd_bonn_person_tracking2,0.34836470669244707,1.659528433671905,0.43625093254655994,0.12831752083853243,0,0,2
L256_new_13,da2_196,median,rgbd_bonn_static_close_far,0.9176783487710816,28.87570518804198,0.33613311251444666,0.2656988338483921,5,1,6
L256_new_13,da2_196,median,rgbd_dataset_freiburg3_walking_static,0.4645022511657554,28.487410875344697,0.5809960617571647,0.32320928048650416,2,0,2
L256_new_13,da2_196,scaleshift,rgbd_bonn_crowd2,0.19105112350302825,0.6112371100717414,0.6951412333611348,0.07576873746550569,0,0,3
L256_new_13,da2_196,scaleshift,rgbd_bonn_person_tracking2,0.1440238121719569,0.5366087142618214,0.8021631258345308,0.0290837020447633,0,0,2
L256_new_13,da2_196,scaleshift,rgbd_bonn_static_close_far,0.20223776238908345,0.5935400222114062,0.6988658348114469,0.032351396587360116,0,0,6
L256_new_13,da2_196,scaleshift,rgbd_dataset_freiburg3_walking_static,0.21734422448519794,1.1881262751284796,0.6410807955759379,0.08357537328895487,0,0,2
L256_new_13,da2_256,median,rgbd_bonn_crowd2,0.43585939504602034,19.94199041636951,0.4717160595252045,0.18656869321951527,3,0,3
L256_new_13,da2_256,median,rgbd_bonn_person_tracking2,0.29719919596138433,1.2224935258205476,0.4471665127024226,0.06810258219077256,0,0,2
L256_new_13,da2_256,median,rgbd_bonn_static_close_far,0.8693631812475173,40.11635929437343,0.3359181363496987,0.2465880113399585,5,1,6
L256_new_13,da2_256,median,rgbd_dataset_freiburg3_walking_static,0.8725578893910821,115.71600673441529,0.7028821081450053,0.6943926876761638,2,0,2
L256_new_13,da2_256,scaleshift,rgbd_bonn_crowd2,0.17717967220653316,0.6143791370355044,0.7333616999037453,0.05539889023960328,0,0,3
L256_new_13,da2_256,scaleshift,rgbd_bonn_person_tracking2,0.1378467377663851,0.5083189250723813,0.8117579020061905,0.023811194818575934,0,0,2
L256_new_13,da2_256,scaleshift,rgbd_bonn_static_close_far,0.2074005560486316,0.5592780675324877,0.692919860070427,0.024635229208563522,0,0,6
L256_new_13,da2_256,scaleshift,rgbd_dataset_freiburg3_walking_static,0.25404183345223275,4.249377061716231,0.6778397931250814,0.08485024208199048,1,0,2
L256_new_13,da2_350,median,rgbd_bonn_crowd2,0.48867163841124717,16.2511023810177,0.4189299028252878,0.15866145777135102,3,0,3
L256_new_13,da2_350,median,rgbd_bonn_person_tracking2,0.35986700494967894,5.894451557635711,0.40747013438063134,0.07090316766122261,1,0,2
L256_new_13,da2_350,median,rgbd_bonn_static_close_far,1.2390969749429244,72.3596721499331,0.33596533824148894,0.5804606379534806,5,3,6
L256_new_13,da2_350,median,rgbd_dataset_freiburg3_walking_static,0.7966358220077606,111.23529705595345,0.7703292034900517,0.7642191212136183,2,0,2
L256_new_13,da2_350,scaleshift,rgbd_bonn_crowd2,0.19361486423065383,0.6184237944299247,0.6708082258414595,0.049220559078115456,0,0,3
L256_new_13,da2_350,scaleshift,rgbd_bonn_person_tracking2,0.14008152158950954,0.5122029533497869,0.805055874413371,0.020333481368964793,0,0,2
L256_new_13,da2_350,scaleshift,rgbd_bonn_static_close_far,0.2266011699306209,0.6036401931092436,0.6439943232564718,0.02229590422125975,0,0,6
L256_new_13,da2_350,scaleshift,rgbd_dataset_freiburg3_walking_static,0.4237582056489882,26.924159170903753,0.7716026294901542,0.24567643983621668,2,0,2
L256_new_13,da2_518,median,rgbd_bonn_crowd2,0.5147849666426464,15.951592747961845,0.39220117752591893,0.14809164492903076,3,0,3
L256_new_13,da2_518,median,rgbd_bonn_person_tracking2,0.43827649460565904,36.03088167751567,0.3918414734653459,0.12199297933429529,2,0,2
L256_new_13,da2_518,median,rgbd_bonn_static_close_far,1.4207619533523173,88.0835801056344,0.3351346177513584,0.5618113425856305,4,3,6
L256_new_13,da2_518,median,rgbd_dataset_freiburg3_walking_static,0.7835764577842396,125.87341553016967,0.7826187624262709,0.719425847791385,2,0,2
L256_new_13,da2_518,scaleshift,rgbd_bonn_crowd2,0.19833895541234806,0.6166726046455444,0.662271503141803,0.04526519020695875,0,0,3
L256_new_13,da2_518,scaleshift,rgbd_bonn_person_tracking2,0.13871202550894193,0.5131366066213827,0.8083803620091171,0.018300452023334142,0,0,2
L256_new_13,da2_518,scaleshift,rgbd_bonn_static_close_far,0.2332085846803579,0.6280192529091972,0.6286652281592582,0.02073458975230155,0,0,6
L256_new_13,da2_518,scaleshift,rgbd_dataset_freiburg3_walking_static,1.0717837153457896,53.385959381814,0.7865107650548907,0.4745372732585777,2,1,2
L256_new_13,midas_192,median,rgbd_bonn_crowd2,0.24760501362213747,0.981727358095271,0.5637063295758266,0.0883004985119551,0,0,3
L256_new_13,midas_192,median,rgbd_bonn_person_tracking2,1.5061966694622282,1644.3257098540669,0.43179955105619944,1.2489938292427303,1,1,2
L256_new_13,midas_192,median,rgbd_bonn_static_close_far,27.830273813367025,9099.53079649869,0.37832583759889465,39.841596334175705,2,1,6
L256_new_13,midas_192,median,rgbd_dataset_freiburg3_walking_static,0.27470821383413246,741.4836929590451,0.7202564159646804,0.2353594200379271,1,0,2
