scope,left,right,gauge,metric,left_equal_sequence,right_equal_sequence,difference,ci_low,ci_high,sign_flip_p,sequence_n,bootstrap_draws,sign_flip_draws
L256_new_13,sparse_k30,sparse_k10,none,tce,0.029448581163080932,0.03028978927522271,-0.000841208112141778,-0.0012220848058280033,-0.0002933080148312048,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k10,median,absrel,0.18415260957921256,0.17190698742318647,0.012245622156026103,0.008237755600314214,0.019032568228468588,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k10,median,delta1,0.7963817754394071,0.8170167383780725,-0.020634962938665374,-0.024365554712430848,-0.016865321948204365,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k10,median,tce,0.03096588451420441,0.031942262497134014,-0.0009763779829296045,-0.0016553464376434929,-0.00027276713337538033,0.25,4,256,16
L256_new_13,sparse_k30,sparse_k10,scaleshift,absrel,0.19561255925425772,0.171892086936974,0.023720472317283723,0.00806387683620096,0.0475913445662094,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k10,scaleshift,delta1,0.7694981567403546,0.7911019121090404,-0.021603755368685723,-0.02738556501380096,-0.01497566463193506,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k10,scaleshift,tce,0.04117175586625255,0.037702734408570956,0.0034690214576815932,-0.0016296170371389376,0.012875455861865844,1.0,4,256,16
L256_new_13,sparse_k30,sparse_k60,none,absrel,0.21156499195892076,0.2211649729614209,-0.009599981002500167,-0.014374617484357283,-0.00303014998705909,0.25,4,256,16
L256_new_13,sparse_k30,sparse_k60,none,delta1,0.6874809946881731,0.6727569572328654,0.014724037455307773,0.0063752564763285,0.023072818434287046,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k60,none,tce,0.029448581163080932,0.029063721762568974,0.0003848594005119617,0.00023898072670342461,0.0005935977673145352,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k60,median,absrel,0.18415260957921256,0.19657117639723995,-0.012418566818027384,-0.017023458549998358,-0.00712486775215062,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k60,median,delta1,0.7963817754394071,0.7769272457103132,0.019454529729093895,0.01149378040433019,0.027064777351566427,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k60,median,tce,0.03096588451420441,0.030726879906069197,0.00023900460813521592,3.49718833581366e-05,0.00044303733291229525,0.25,4,256,16
L256_new_13,sparse_k30,sparse_k60,scaleshift,absrel,0.19561255925425772,0.19336723252508864,0.0022453267291690712,-0.01089349543890171,0.02023796635868766,0.875,4,256,16
L256_new_13,sparse_k30,sparse_k60,scaleshift,delta1,0.7694981567403546,0.7481951290974951,0.021303027642859546,0.012960189360081364,0.028698144270244308,0.125,4,256,16
L256_new_13,sparse_k30,sparse_k60,scaleshift,tce,0.04117175586625255,0.03659970818471078,0.004572047681541774,2.8487560522108546e-05,0.012814379439604374,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,none,absrel,0.21156499195892076,0.19684521567571986,0.0147197762832009,0.006259274182900926,0.024046536992135513,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,none,delta1,0.6874809946881731,0.7264191020835467,-0.03893810739537344,-0.05342518293247783,-0.02445103185826905,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,none,tce,0.029448581163080932,0.025396902436517557,0.004051678726563375,0.002404274247006404,0.005639707620760291,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,median,absrel,0.18415260957921256,0.16715282103663193,0.016999788542580652,0.00882296217030493,0.028995151084575108,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,median,delta1,0.7963817754394071,0.8307576599311459,-0.034375884491738784,-0.048367732593557866,-0.020384036389919702,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,median,tce,0.03096588451420441,0.026499759216103667,0.004466125298100746,0.0024439288391495135,0.006318011207561057,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,scaleshift,absrel,0.19561255925425772,0.16528297727694805,0.030329581977309665,0.005737635798361632,0.06839636073464236,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,scaleshift,delta1,0.7694981567403546,0.797317351179525,-0.02781919443917036,-0.04379190069737482,-0.011846488180965897,0.125,4,256,16
L256_new_13,sparse_k30,dense_carry,scaleshift,tce,0.04117175586625255,0.02753749437740917,0.013634261488843384,0.0033413839143539292,0.03176301270213518,0.125,4,256,16
L256_new_13,sparse_k30,dense_reset,none,absrel,0.21156499195892076,0.19572453099102596,0.015840460967894796,0.004754507224771637,0.022084569701882675,0.25,4,256,16
L256_new_13,sparse_k30,dense_reset,none,delta1,0.6874809946881731,0.7366363672333434,-0.04915537254517015,-0.06280503792744194,-0.03217773821272997,0.125,4,256,16
L256_new_13,sparse_k30,dense_reset,none,tce,0.029448581163080932,0.02870327695627557,0.0007453042068053641,-0.0001892499054959541,0.0019691574144174353,0.375,4,256,16
L256_new_13,sparse_k30,dense_reset,median,absrel,0.18415260957921256,0.16532897189837045,0.01882363768084212,0.009448544753196866,0.027501293812584093,0.125,4,256,16
L256_new_13,sparse_k30,dense_reset,median,delta1,0.7963817754394071,0.8379366506334008,-0.04155487519399367,-0.052741165399832535,-0.030368584988154812,0.125,4,256,16
L256_new_13,sparse_k30,dense_reset,median,tce,0.03096588451420441,0.02984942152705968,0.0011164629871447318,-0.0002932863202407361,0.002957837410956232,0.375,4,256,16
L256_new_13,sparse_k30,dense_reset,scaleshift,absrel,0.19561255925425772,0.16476703422264294,0.030845525031614775,0.0037449437310135246,0.07292499882832808,0.25,4,256,16
L256_new_13,sparse_k30,dense_reset,scaleshift,delta1,0.7694981567403546,0.8067241305716926,-0.03722597383133805,-0.048159195394145815,-0.025989613828111408,0.125,4,256,16
L256_new_13,sparse_k30,dense_reset,scaleshift,tce,0.04117175586625255,0.030837133877889295,0.010334621988363258,0.0005409991631528353,0.027474093772903815,0.25,4,256,16
L256_new_13,sparse_k30,output_hold,none,absrel,0.21156499195892076,0.20912025346043508,0.002444738498485668,-0.008238231914771396,0.01172657606872144,0.875,4,256,16
L256_new_13,sparse_k30,output_hold,none,delta1,0.6874809946881731,0.7151003434846772,-0.027619348796504017,-0.04140076076284932,-0.013837936830158715,0.125,4,256,16
L256_new_13,sparse_k30,output_hold,none,tce,0.029448581163080932,0.028911962000788886,0.0005366191622920495,-0.0010825843274053387,0.002239637929458015,0.75,4,256,16
L256_new_13,sparse_k30,output_hold,median,absrel,0.18415260957921256,0.17911389398069597,0.00503871559851659,-0.0061233090235841,0.01142163112961081,0.5,4,256,16
L256_new_13,sparse_k30,output_hold,median,delta1,0.7963817754394071,0.8180163239518582,-0.02163454851245103,-0.031230802042527483,-0.012053976942216077,0.125,4,256,16
L256_new_13,sparse_k30,output_hold,median,tce,0.03096588451420441,0.029756474670254482,0.0012094098439499289,-0.00015825086012052209,0.0026288002606240047,0.375,4,256,16
L256_new_13,sparse_k30,output_hold,scaleshift,absrel,0.19561255925425772,0.17735926343321823,0.018253295821039493,-0.011635034161683142,0.061964123856729704,0.75,4,256,16
L256_new_13,sparse_k30,output_hold,scaleshift,delta1,0.7694981567403546,0.7888178467392672,-0.019319689998912704,-0.028046585375357036,-0.007557930137385149,0.125,4,256,16
L256_new_13,sparse_k30,output_hold,scaleshift,tce,0.04117175586625255,0.02934936081789591,0.011822395048356643,0.0010364872563447796,0.03199277448901804,0.125,4,256,16
L256_new_13,sparse_k30,gmc_k30,none,absrel,0.21156499195892076,0.19976693829661418,0.011798053662306567,0.003684254579655065,0.023065148165598515,0.125,4,256,16
L256_new_13,sparse_k30,gmc_k30,none,delta1,0.6874809946881731,0.7188818063936707,-0.031400811705497564,-0.046242328994553605,-0.016559294416441522,0.125,4,256,16
L256_new_13,sparse_k30,gmc_k30,none,tce,0.029448581163080932,0.02898579248991424,0.0004627886731666921,-0.003940045881684448,0.004349200890136722,1.0,4,256,16
L256_new_13,sparse_k30,gmc_k30,median,absrel,0.18415260957921256,0.17239151629388672,0.011761093285325843,-0.001339707686028084,0.02759824693537594,0.25,4,256,16
L256_new_13,sparse_k30,gmc_k30,median,delta1,0.7963817754394071,0.8139559610973512,-0.01757418565794408,-0.04115478992022631,0.011621674086527173,0.375,4,256,16
L256_new_13,sparse_k30,gmc_k30,median,tce,0.03096588451420441,0.03073731550828027,0.0002285690059241419,-0.005796889212380042,0.004923737516784231,0.875,4,256,16
L256_new_13,sparse_k30,gmc_k30,scaleshift,absrel,0.19561255925425772,0.2103236479629577,-0.014711088708699971,-0.062196199981579686,0.013790256642076157,1.0,4,256,16
L256_new_13,sparse_k30,gmc_k30,scaleshift,delta1,0.7694981567403546,0.7856972209999687,-0.016199064259614204,-0.03374109760096736,0.004351488695938349,0.375,4,256,16
L256_new_13,sparse_k30,gmc_k30,scaleshift,tce,0.04117175586625255,0.06681370391375564,-0.025641948047503093,-0.08260029577983367,0.00453486709316862,0.875,4,256,16
L256_new_13,sparse_k30,da2_196,median,absrel,0.18415260957921256,0.5444219096944015,-0.360269300115189,-0.5757547576897356,-0.23493425023018738,0.125,4,256,16
L256_new_13,sparse_k30,da2_196,median,delta1,0.7963817754394071,0.4487974692176333,0.34758430622177383,0.2727858889803435,0.4101816219226646,0.125,4,256,16
L256_new_13,sparse_k30,da2_196,median,tce,0.03096588451420441,0.23157522971269218,-0.20060934519848778,-0.26408243790518854,-0.13713625249178704,0.125,4,256,16
L256_new_13,sparse_k30,da2_196,scaleshift,absrel,0.19561255925425772,0.18866423063731663,0.006948328616941085,-0.027788808621083294,0.06919496093838276,1.0,4,256,16
L256_new_13,sparse_k30,da2_196,scaleshift,delta1,0.7694981567403546,0.7093127473957626,0.06018540934459199,-0.009268676452590358,0.11757509252535822,0.25,4,256,16
L256_new_13,sparse_k30,da2_196,scaleshift,tce,0.04117175586625255,0.05519480234664599,-0.014023046480393441,-0.039800997687028654,0.014687976798916197,0.375,4,256,16
L256_new_13,sparse_k30,da2_256,median,absrel,0.18415260957921256,0.618744915411501,-0.4345923058322885,-0.6654745853510717,-0.20371002631350515,0.125,4,256,16
L256_new_13,sparse_k30,da2_256,median,delta1,0.7963817754394071,0.48942070418058276,0.3069610712588244,0.18142509823065,0.40483131992710725,0.125,4,256,16
L256_new_13,sparse_k30,da2_256,median,tce,0.03096588451420441,0.2989129936066025,-0.2679471090923981,-0.5258252625929734,-0.08988967629892751,0.125,4,256,16
L256_new_13,sparse_k30,da2_256,scaleshift,absrel,0.19561255925425772,0.19411719986844567,0.0014953593858120645,-0.04909259352941432,0.06666172733034322,1.0,4,256,16
L256_new_13,sparse_k30,da2_256,scaleshift,delta1,0.7694981567403546,0.728969813776361,0.04052834296399352,-0.008691277751041726,0.08193411603914932,0.25,4,256,16
L256_new_13,sparse_k30,da2_256,scaleshift,tce,0.04117175586625255,0.047173889087183306,-0.00600213322093075,-0.03546995827230294,0.025567564139489247,0.625,4,256,16
L256_new_13,sparse_k30,da2_350,median,absrel,0.18415260957921256,0.7210678600779028,-0.5369152504986902,-0.8272010538843488,-0.26145005249026587,0.125,4,256,16
L256_new_13,sparse_k30,da2_350,median,delta1,0.7963817754394071,0.48317364473436497,0.31320813070504216,0.13082797624891762,0.42886289066588523,0.125,4,256,16
L256_new_13,sparse_k30,da2_350,median,tce,0.03096588451420441,0.39356109614991813,-0.36259521163571373,-0.6419682603212898,-0.0832221629501376,0.125,4,256,16
L256_new_13,sparse_k30,da2_350,scaleshift,absrel,0.19561255925425772,0.24601394034994312,-0.0504013810956854,-0.18048867068301108,0.051702570963070134,0.625,4,256,16
L256_new_13,sparse_k30,da2_350,scaleshift,delta1,0.7694981567403546,0.7228652632503642,0.046632893489990446,0.010295845548555282,0.08296994143142561,0.125,4,256,16
L256_new_13,sparse_k30,da2_350,scaleshift,tce,0.04117175586625255,0.08438159612613917,-0.04320984025988661,-0.1552201782255698,0.02886664067033903,0.75,4,256,16
L256_new_13,sparse_k30,da2_518,median,absrel,0.18415260957921256,0.7893499680962156,-0.605197358517003,-0.9714564467889056,-0.31371146143395556,0.125,4,256,16
L256_new_13,sparse_k30,da2_518,median,delta1,0.7963817754394071,0.47544900779222354,0.3209327676471836,0.12181848716928585,0.4472665676771915,0.125,4,256,16
L256_new_13,sparse_k30,da2_518,median,tce,0.03096588451420441,0.3878304536600854,-0.35686456914588094,-0.6102469759262481,-0.10348216236551383,0.125,4,256,16
L256_new_13,sparse_k30,da2_518,scaleshift,absrel,0.19561255925425772,0.41051082023685936,-0.21489826098260167,-0.667085073136002,0.04648563130587553,0.625,4,256,16
L256_new_13,sparse_k30,da2_518,scaleshift,delta1,0.7694981567403546,0.7214569645912673,0.04804119214908731,0.006948306372497021,0.08925728289908971,0.25,4,256,16
L256_new_13,sparse_k30,da2_518,scaleshift,tce,0.04117175586625255,0.13970937631029304,-0.09853762044404048,-0.3263575459559329,0.031026468739846855,0.75,4,256,16
L256_new_13,sparse_k30,midas_192,median,absrel,0.18415260957921256,7.4646959275713805,-7.280543317992168,-20.72311807376392,-0.06917694885166753,0.125,4,256,16
L256_new_13,sparse_k30,midas_192,median,delta1,0.7963817754394071,0.5235220335489003,0.27285974189050693,0.15440853365539298,0.39131095012562084,0.125,4,256,16
L256_new_13,sparse_k30,midas_192,median,tce,0.03096588451420441,10.35356252049208,-10.322596635977876,-29.915765303824337,-0.12117836048982092,0.125,4,256,16
L256_new_13,sparse_k30,midas_192,scaleshift,absrel,0.19561255925425772,0.1729321536099253,0.022680405644332394,-0.019025074495127997,0.06597539209725756,0.5,4,256,16
L256_new_13,sparse_k30,midas_192,scaleshift,delta1,0.7694981567403546,0.7484582342160727,0.021039922524281857,-0.00985498636794857,0.06272218340925487,0.5,4,256,16
L256_new_13,sparse_k30,midas_192,scaleshift,tce,0.04117175586625255,0.05006942203945263,-0.00889766617320008,-0.0199039345193104,0.0033374697675674653,0.375,4,256,16
L256_new_13,sparse_k30,midas_256,median,absrel,0.18415260957921256,5.100520082198642,-4.916367472619429,-13.384187016260409,-0.43449899005057846,0.125,4,256,16
L256_new_13,sparse_k30,midas_256,median,delta1,0.7963817754394071,0.49922373083567423,0.29715804460373296,0.14134455114075345,0.4286340287771706,0.125,4,256,16
L256_new_13,sparse_k30,midas_256,median,tce,0.03096588451420441,4.888853284372645,-4.85788739985844,-13.916307387179039,-0.2466115993530698,0.125,4,256,16
L256_new_13,sparse_k30,midas_256,scaleshift,absrel,0.19561255925425772,0.17832005338667956,0.01729250586757817,-0.025482948220369367,0.060067959955525704,0.625,4,256,16
L256_new_13,sparse_k30,midas_256,scaleshift,delta1,0.7694981567403546,0.7342232426498351,0.03527491409051953,-0.01810143715591378,0.08865126533695283,0.5,4,256,16
L256_new_13,sparse_k30,midas_256,scaleshift,tce,0.04117175586625255,0.04384708869084353,-0.002675332824590971,-0.016243354787859793,0.01641663759575527,0.875,4,256,16
L256_new_13,sparse_k30,midas_384,median,absrel,0.18415260957921256,16.17543869681263,-15.991286087233417,-29.011340943390543,-2.971231231076291,0.125,4,256,16
L256_new_13,sparse_k30,midas_384,median,delta1,0.7963817754394071,0.44217412255613,0.3542076528832772,0.17758581688098482,0.5061086496185974,0.125,4,256,16
L256_new_13,sparse_k30,midas_384,median,tce,0.03096588451420441,13.740956935050454,-13.709991050536251,-25.92163750917357,-4.095515187581589,0.125,4,256,16
L256_new_13,sparse_k30,midas_384,scaleshift,absrel,0.19561255925425772,0.21217009053073763,-0.016557531276479902,-0.04947739738472044,0.01636233483176064,0.5,4,256,16
L256_new_13,sparse_k30,midas_384,scaleshift,delta1,0.7694981567403546,0.6692735244501966,0.10022463229015793,0.028106365032928793,0.1824032072667191,0.125,4,256,16
L256_new_13,sparse_k30,midas_384,scaleshift,tce,0.04117175586625255,0.046679733393490276,-0.005507977527237721,-0.021463467693257122,0.015272976514146068,0.75,4,256,16
L256_existing_13,dense_carry,dense_reset,none,absrel,0.19684521567571986,0.19572453099102596,0.0011206846846938956,-0.005473376482306516,0.008578564676462445,0.875,4,256,16
L256_existing_13,dense_carry,dense_reset,none,delta1,0.7264191020835467,0.7366363672333434,-0.010217265149796706,-0.019402156166746065,-0.0020585939038322287,0.25,4,256,16
L256_existing_13,dense_carry,dense_reset,none,tce,0.025396902436517557,0.02870327695627557,-0.0033063745197580113,-0.004880720027441705,-0.0021339309182950195,0.125,4,256,16
L256_existing_13,dense_carry,dense_reset,median,absrel,0.16715282103663193,0.16532897189837045,0.0018238491382614672,-0.004910911998769488,0.008558610275292422,0.625,4,256,16
L256_existing_13,dense_carry,dense_reset,median,delta1,0.8307576599311459,0.8379366506334008,-0.007178990702254889,-0.011679266024922919,-0.004373432806274669,0.125,4,256,16
L256_existing_13,dense_carry,dense_reset,median,tce,0.026499759216103667,0.02984942152705968,-0.003349662310956014,-0.005152967589873447,-0.0021254388042266353,0.125,4,256,16
L256_existing_13,dense_carry,dense_reset,scaleshift,absrel,0.16528297727694805,0.16476703422264294,0.0005159430543051104,-0.004378287013204626,0.005410173121814847,0.875,4,256,16
L256_existing_13,dense_carry,dense_reset,scaleshift,delta1,0.797317351179525,0.8067241305716926,-0.009406779392167691,-0.01961842327087468,-0.00387341029507543,0.125,4,256,16
L256_existing_13,dense_carry,dense_reset,scaleshift,tce,0.02753749437740917,0.030837133877889295,-0.003299639500480128,-0.004178072711218131,-0.002421206289742125,0.125,4,256,16
L256_existing_13,delta_sp,drop_sp,none,absrel,0.2114827115510171,0.2114676777301377,1.5033820879417625e-05,-0.0016622505987476388,0.001692318240506474,1.0,4,256,16
L256_existing_13,delta_sp,drop_sp,none,delta1,0.687408488765304,0.6915287907722945,-0.004120302006990428,-0.009328204792169004,0.001087600778188147,0.5,4,256,16
L256_existing_13,delta_sp,drop_sp,none,tce,0.02943148871700354,0.03058839812491277,-0.0011569094079092353,-0.0013584586975816928,-0.0009118399647393615,0.125,4,256,16
L256_existing_13,delta_sp,drop_sp,median,absrel,0.18401613817126722,0.18527491118090633,-0.0012587730096390998,-0.0022824234539083055,0.00041021594303585623,0.25,4,256,16
L256_existing_13,delta_sp,drop_sp,median,delta1,0.7964858489764468,0.7959339697359764,0.000551879240470482,-0.0021542500804077325,0.0029534731054018937,0.625,4,256,16
L256_existing_13,delta_sp,drop_sp,median,tce,0.030954381263071942,0.03214716003022586,-0.0011927787671539144,-0.0013414312846482708,-0.001044126249659558,0.125,4,256,16
L256_existing_13,delta_sp,drop_sp,scaleshift,absrel,0.19441006610908304,0.21752565874838287,-0.02311559263929983,-0.06629593099807032,-0.0003821692430780489,0.25,4,256,16
L256_existing_13,delta_sp,drop_sp,scaleshift,delta1,0.7695879402990367,0.767624766077415,0.0019631742216215664,-0.000605861189948681,0.004272244697642286,0.375,4,256,16
L256_existing_13,delta_sp,drop_sp,scaleshift,tce,0.04167223204154061,0.05122753327365341,-0.009555301232112807,-0.026068490984513238,-0.0012038502913383434,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,none,absrel,0.19874328121417884,1.5378861577710699,-1.339142876556891,-2.232430448682202,-0.7943180553831212,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,none,delta1,0.7197897771936461,0.3335067932940835,0.3862829838995626,0.20512341382005045,0.5095690974238933,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,none,tce,0.024912083898104266,0.5848347989664127,-0.5599227150683084,-0.6962496499863384,-0.4235957801502783,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,median,absrel,0.16758135117288633,0.9407277810300759,-0.7731464298571895,-1.0285243712476206,-0.5177684884667584,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,median,delta1,0.833968100168431,0.29705617509094295,0.5369119250774881,0.4793785661462178,0.5814848585579786,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,median,tce,0.026071078451961396,0.42789762185096597,-0.4018265433990046,-0.5424386688640834,-0.3026975605203712,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,scaleshift,absrel,0.16597155537861616,0.32504717584475346,-0.15907562046613732,-0.24880011930016374,-0.09103194390626565,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,scaleshift,delta1,0.8006027695545277,0.4381875096119271,0.3624152599426006,0.2703238255267313,0.5051678612903752,0.125,4,256,16
L256_existing_13,delta_no_sp,drop_no_sp,scaleshift,tce,0.026741412294530597,0.05465918003751775,-0.027917767742987154,-0.05812701929804328,-0.007835977887728454,0.125,4,256,16
latency_4x256,sparse_k30,sparse_k5,not_applicable,ms_per_frame,7.4999363237395755,7.613918975323486,-0.11398265158391041,-0.2752248529532153,0.047259549785394483,0.5,4,256,16
latency_4x256,sparse_k30,sparse_k10,not_applicable,ms_per_frame,7.4999363237395755,7.574601169596917,-0.07466484585734179,-0.16144994270348434,0.007830525282770395,0.375,4,256,16
latency_4x256,sparse_k30,sparse_k60,not_applicable,ms_per_frame,7.4999363237395755,8.157676355165222,-0.6577400314256465,-0.7085150165210052,-0.6201302229783323,0.125,4,256,16
latency_4x256,sparse_k30,dense_carry,not_applicable,ms_per_frame,7.4999363237395755,7.461449223671934,0.03848710006764122,-0.33827870818186057,0.415252908317143,1.0,4,256,16
latency_4x256,sparse_k30,dense_reset,not_applicable,ms_per_frame,7.4999363237395755,7.456371106269444,0.043565217470131756,-0.3139366627920026,0.4010670977322661,1.0,4,256,16
latency_4x256,sparse_k30,output_hold,not_applicable,ms_per_frame,7.4999363237395755,7.146725724084035,0.35321059965554014,0.2413475449316138,0.45813493780997305,0.125,4,256,16
latency_4x256,sparse_k30,gmc_k30,not_applicable,ms_per_frame,7.4999363237395755,8.515997519123175,-1.0160611953835996,-1.3813661998369753,-0.6519115030300782,0.125,4,256,16
latency_4x256,sparse_k30,da2_196,not_applicable,ms_per_frame,7.4999363237395755,9.202401680073535,-1.7024653563339598,-2.0605381602308626,-1.344392552437057,0.125,4,256,16
latency_4x256,sparse_k30,da2_256,not_applicable,ms_per_frame,7.4999363237395755,9.567257066822776,-2.067320743083201,-2.4194206435254273,-1.7252238039873191,0.125,4,256,16
latency_4x256,sparse_k30,da2_350,not_applicable,ms_per_frame,7.4999363237395755,12.9014542812115,-5.401517957471924,-5.740077977390001,-5.063914759773525,0.125,4,256,16
latency_4x256,sparse_k30,da2_518,not_applicable,ms_per_frame,7.4999363237395755,14.425806694970333,-6.925870371230758,-7.2677055140275115,-6.584035228434004,0.125,4,256,16
latency_4x256,sparse_k30,midas_192,not_applicable,ms_per_frame,7.4999363237395755,9.838005622503943,-2.338069298764367,-2.6574932665425877,-2.0233963093346574,0.125,4,256,16
latency_4x256,sparse_k30,midas_256,not_applicable,ms_per_frame,7.4999363237395755,9.3939119883089,-1.893975664569325,-2.2322263748833393,-1.5557249542553109,0.125,4,256,16
latency_4x256,sparse_k30,midas_384,not_applicable,ms_per_frame,7.4999363237395755,11.579364452944674,-4.079428129205098,-4.5109662889444735,-3.6942261378612784,0.125,4,256,16
