model,gauge,source,clip_id,sequence,first_rgb,absrel,failed,catastrophic,neg_frac,top5_within_source
dpt_official,median,bonn,bonn:366,rgbd_bonn_static_close_far,/home/hyunsu/dataset_ssd/bonn/rgbd_bonn_dataset/rgbd_bonn_static_close_far/rgb/1548340599.76305.png,1.0516177415847778,True,True,2.879450585169252e-05,False
dpt_official,median,bonn,bonn:368,rgbd_bonn_static_close_far,/home/hyunsu/dataset_ssd/bonn/rgbd_bonn_dataset/rgbd_bonn_static_close_far/rgb/1548340600.29921.png,0.664152204990387,True,False,1.0854887477762531e-05,False
dpt_official,median,bonn,bonn:375,rgbd_bonn_static_close_far,/home/hyunsu/dataset_ssd/bonn/rgbd_bonn_dataset/rgbd_bonn_static_close_far/rgb/1548340602.17607.png,0.5661590099334717,True,False,1.101222096622223e-05,False
dpt_official,scaleshift,tum,tum:51,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846241.167863.png,0.17846181988716125,False,False,0.0,True
dpt_official,scaleshift,tum,tum:52,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846241.462018.png,0.26431626081466675,False,False,0.0,True
dpt_official,scaleshift,tum,tum:53,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846241.729805.png,0.21833808720111847,False,False,0.0,True
dpt_official,scaleshift,tum,tum:54,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846241.998017.png,0.18929725885391235,False,False,0.0,True
dpt_official,scaleshift,tum,tum:55,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846242.269588.png,0.1828436255455017,False,False,0.0,True
dpt_official,scaleshift,bonn,bonn:16,rgbd_bonn_crowd2,/home/hyunsu/dataset_ssd/bonn/rgbd_bonn_dataset/rgbd_bonn_crowd2/rgb/1548339896.52389.png,0.2070501446723938,False,False,0.0,True
dpt_official,scaleshift,bonn,bonn:46,rgbd_bonn_crowd2,/home/hyunsu/dataset_ssd/bonn/rgbd_bonn_dataset/rgbd_bonn_crowd2/rgb/1548339904.56711.png,0.1979900449514389,False,False,0.0,True
dpt_official,scaleshift,bonn,bonn:66,rgbd_bonn_crowd2,/home/hyunsu/dataset_ssd/bonn/rgbd_bonn_dataset/rgbd_bonn_crowd2/rgb/1548339909.92956.png,0.19070525467395782,False,False,0.0,True
dpt_official,scaleshift,bonn,bonn:93,rgbd_bonn_crowd2,/home/hyunsu/dataset_ssd/bonn/rgbd_bonn_dataset/rgbd_bonn_crowd2/rgb/1548339917.16817.png,0.2541796863079071,False,False,0.0,True
dpt_official,scaleshift,bonn,bonn:197,rgbd_bonn_static_close_far,/home/hyunsu/dataset_ssd/bonn/rgbd_bonn_dataset/rgbd_bonn_static_close_far/rgb/1548340554.28392.png,0.2929987609386444,False,False,0.0,True
da2_common,median,tum,tum:0,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846226.817920.png,0.2889972925186157,True,False,7.025974809948821e-06,False
da2_common,median,tum,tum:2,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846227.353969.png,0.143756702542305,True,False,9.478493666392751e-06,False
da2_common,median,tum,tum:3,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846227.622081.png,0.11809735000133514,True,False,2.423196747258771e-06,False
da2_common,median,tum,tum:9,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846229.261994.png,1.1364153623580933,True,True,0.00043659520451910794,False
da2_common,median,tum,tum:10,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846229.566064.png,0.6442906856536865,True,False,0.00017023719556163996,False
da2_common,median,tum,tum:11,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846229.865928.png,0.587695300579071,True,False,0.00023073708871379495,False
da2_common,median,tum,tum:12,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846230.172747.png,0.34860602021217346,True,False,4.317085040383972e-05,False
da2_common,median,tum,tum:13,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846230.501933.png,0.49483954906463623,True,False,2.9194097805884667e-05,False
da2_common,median,tum,tum:14,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846230.769960.png,1.0185215473175049,True,True,0.00023395096650347114,False
da2_common,median,tum,tum:15,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846231.037936.png,1.0234390497207642,True,True,0.00022506865207105875,False
da2_common,median,tum,tum:16,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846231.305846.png,0.806188702583313,True,False,0.00019135382899548858,False
da2_common,median,tum,tum:17,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846231.615993.png,4.179817199707031,True,True,0.003534324001520872,True
da2_common,median,tum,tum:18,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846231.909867.png,0.6117563843727112,True,False,8.964433800429106e-05,False
da2_common,median,tum,tum:19,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846232.178314.png,0.6393538117408752,True,False,0.0001096308114938438,False
da2_common,median,tum,tum:20,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846232.451780.png,2.477344036102295,True,True,0.0011468270095065236,True
da2_common,median,tum,tum:21,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846232.719804.png,0.40525031089782715,True,False,2.8830378141719848e-05,False
da2_common,median,tum,tum:22,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846232.987965.png,0.5067256689071655,True,False,6.800372648285702e-05,False
da2_common,median,tum,tum:23,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846233.286015.png,2.3817970752716064,True,True,0.0003820959245786071,True
da2_common,median,tum,tum:24,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846233.553882.png,2.410991668701172,True,True,0.0005515339435078204,True
da2_common,median,tum,tum:25,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846233.853971.png,0.6244094967842102,True,False,0.00014361832290887833,False
da2_common,median,tum,tum:27,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846234.425915.png,0.5604909658432007,True,False,0.00011992180225206539,False
da2_common,median,tum,tum:28,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846234.725911.png,0.39331120252609253,True,False,6.730381574016064e-05,False
da2_common,median,tum,tum:29,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846234.994016.png,0.3534832000732422,True,False,5.8974354033125564e-05,False
da2_common,median,tum,tum:30,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846235.261811.png,0.22730952501296997,True,False,2.240300273115281e-05,False
da2_common,median,tum,tum:31,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846235.561921.png,0.26625481247901917,True,False,2.7809062885353342e-05,False
da2_common,median,tum,tum:32,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846235.833964.png,0.4433550536632538,True,False,9.679357026470825e-05,False
da2_common,median,tum,tum:33,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846236.101989.png,0.4593814015388489,True,False,0.00010261291754432023,False
da2_common,median,tum,tum:34,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846236.369949.png,0.16086356341838837,True,False,5.665080607286654e-06,False
da2_common,median,tum,tum:35,rgbd_dataset_freiburg3_walking_static,/home/hyunsu/dataset_ssd/tum_static/rgbd_dataset_freiburg3_walking_static/rgb/1341846236.637896.png,0.2543991208076477,True,False,8.4446382970782e-06,False
